Date,Store,Store_Type,Store_Status,Promo,Promo2,School_Holiday,Customers,Sales,DayOfWeek,is_holiday
2023-06-19,8,convenience,1,0,0,1,101,51,0,1
2023-06-20,8,convenience,1,0,1,1,63,0,1,0
2023-06-21,8,supermarket,1,1,0,1,70,701,2,0
2023-06-22,8,supermarket,1,0,1,1,103,2,3,0
2023-06-23,8,supermarket,1,0,0,1,85,0,4,0
2023-06-24,8,supermarket,1,0,0,1,90,88,5,0
2023-06-25,8,supermarket,0,0,0,1,0,0,6,0
2023-06-26,8,supermarket,1,0,1,1,86,55,0,0
2023-06-27,8,pharmacy,1,0,0,1,85,193,1,0
2023-06-28,8,convenience,1,0,0,1,89,2,2,0
2023-06-29,8,pharmacy,1,1,0,1,77,745,3,0
2023-06-30,8,pharmacy,1,0,0,1,77,39,4,0
2023-07-01,8,supermarket,1,1,0,1,93,1144,5,0
2023-07-02,8,convenience,1,1,0,1,114,1051,6,0
2023-07-03,8,pharmacy,1,1,0,1,75,961,0,0
2023-07-04,8,supermarket,1,0,0,1,90,0,1,1
2023-07-05,8,supermarket,1,1,0,1,115,1479,2,0
2023-07-06,8,convenience,1,1,0,1,112,947,3,0
2023-07-07,8,pharmacy,1,0,0,1,91,138,4,0
2023-07-08,8,pharmacy,1,0,0,1,87,0,5,0
2023-07-09,8,pharmacy,0,0,0,1,0,0,6,0
2023-07-10,8,supermarket,1,0,0,1,82,0,0,0
2023-07-11,8,convenience,0,0,0,1,0,0,1,0
2023-07-12,8,convenience,1,0,0,1,91,90,2,0
2023-07-13,8,pharmacy,1,1,0,1,108,1239,3,0
2023-07-14,8,supermarket,1,0,0,1,100,45,4,0
2023-07-15,8,pharmacy,1,1,0,1,66,818,5,0
2023-07-16,8,convenience,0,0,0,1,0,0,6,0
2023-07-17,8,supermarket,1,0,1,1,96,0,0,0
2023-07-18,8,pharmacy,1,0,0,1,93,0,1,0
2023-07-19,8,pharmacy,1,0,0,1,83,0,2,0
2023-07-20,8,supermarket,1,1,0,1,96,1100,3,0
2023-07-21,8,convenience,1,0,0,1,101,0,4,0
2023-07-22,8,supermarket,0,0,0,1,0,0,5,0
2023-07-23,8,pharmacy,1,1,0,1,73,976,6,0
2023-07-24,8,pharmacy,1,0,0,1,98,0,0,0
2023-07-25,8,pharmacy,1,1,0,1,82,887,1,0
2023-07-26,8,pharmacy,1,0,1,1,84,0,2,0
2023-07-27,8,convenience,1,0,0,1,88,0,3,0
2023-07-28,8,convenience,0,0,0,1,0,0,4,0
2023-07-29,8,pharmacy,0,1,0,1,0,0,5,0
2023-07-30,8,convenience,1,0,0,1,79,36,6,0
2023-07-31,8,convenience,0,1,0,1,0,0,0,0
2023-08-01,8,convenience,1,1,0,1,88,668,1,0
2023-08-02,8,pharmacy,1,0,0,1,84,87,2,0
2023-08-03,8,supermarket,1,0,0,1,103,0,3,0
2023-08-04,8,supermarket,1,1,0,1,89,987,4,0
2023-08-05,8,supermarket,1,0,0,1,89,56,5,0
2023-08-06,8,pharmacy,1,0,0,1,78,0,6,0
2023-08-07,8,convenience,1,0,0,1,92,145,0,0
2023-08-08,8,convenience,1,1,0,1,114,1038,1,0
2023-08-09,8,pharmacy,1,1,0,1,89,1031,2,0
2023-08-10,8,pharmacy,0,0,0,1,0,0,3,0
2023-08-11,8,supermarket,1,0,0,1,108,0,4,0
2023-08-12,8,supermarket,1,1,0,1,106,1156,5,0
2023-08-13,8,pharmacy,1,0,1,1,91,0,6,0
2023-08-14,8,supermarket,1,1,1,1,87,974,0,0
2023-08-15,8,convenience,1,0,1,1,82,115,1,0
2023-08-16,8,pharmacy,1,1,0,1,80,920,2,0
2023-08-17,8,pharmacy,1,1,0,1,86,818,3,0
2023-08-18,8,convenience,0,0,0,1,0,0,4,0
2023-08-19,8,convenience,0,0,0,1,0,0,5,0
2023-08-20,8,convenience,1,0,0,1,91,293,6,0
2023-08-21,8,supermarket,1,0,0,1,89,0,0,0
2023-08-22,8,pharmacy,1,0,1,1,94,45,1,0
2023-08-23,8,supermarket,1,0,0,1,87,0,2,0
2023-08-24,8,convenience,1,0,0,1,84,72,3,0
2023-08-25,8,supermarket,1,0,0,1,92,138,4,0
2023-08-26,8,convenience,1,1,0,1,91,803,5,0
2023-08-27,8,supermarket,1,0,0,1,87,61,6,0
2023-08-28,8,supermarket,1,0,0,1,101,57,0,0
2023-08-29,8,convenience,1,0,1,1,89,6,1,0
2023-08-30,8,supermarket,1,1,0,1,90,1209,2,0
2023-08-31,8,pharmacy,1,0,0,1,83,0,3,0
2023-09-01,8,supermarket,1,0,1,0,105,0,4,0
2023-09-02,8,supermarket,1,0,0,0,101,0,5,0
2023-09-03,8,pharmacy,1,1,0,0,125,1337,6,0
2023-09-04,8,convenience,1,1,0,0,82,446,0,1
2023-09-05,8,pharmacy,1,0,0,0,96,0,1,0
2023-09-06,8,supermarket,1,0,0,0,99,0,2,0
2023-09-07,8,convenience,1,0,0,0,101,0,3,0
2023-09-08,8,supermarket,1,1,0,0,94,1199,4,0
2023-09-09,8,supermarket,1,0,0,0,102,5,5,0
2023-09-10,8,pharmacy,1,0,0,0,86,13,6,0
2023-09-11,8,pharmacy,1,0,0,0,79,0,0,0
2023-09-12,8,convenience,1,1,0,0,87,804,1,0
2023-09-13,8,convenience,0,0,0,0,0,0,2,0
2023-09-14,8,convenience,1,0,0,0,107,0,3,0
2023-09-15,8,supermarket,1,0,0,0,112,0,4,0
2023-09-16,8,pharmacy,1,0,0,0,89,0,5,0
2023-09-17,8,pharmacy,1,0,0,0,106,0,6,0
2023-09-18,8,pharmacy,1,0,0,0,105,26,0,0
2023-09-19,8,convenience,0,0,0,0,0,0,1,0
2023-09-20,8,pharmacy,1,0,0,0,91,232,2,0
2023-09-21,8,pharmacy,1,0,0,0,110,0,3,0
2023-09-22,8,pharmacy,0,0,0,0,0,0,4,0
2023-09-23,8,convenience,1,0,1,0,122,93,5,0
2023-09-24,8,pharmacy,0,0,0,0,0,0,6,0
2023-09-25,8,convenience,1,0,0,0,99,0,0,0
2023-09-26,8,pharmacy,1,0,1,0,95,66,1,0
2023-09-27,8,pharmacy,1,0,0,0,101,182,2,0
2023-09-28,8,pharmacy,1,0,0,0,103,0,3,0
2023-09-29,8,convenience,1,0,0,0,112,0,4,0
2023-09-30,8,convenience,1,1,1,0,100,978,5,0
2023-10-01,8,pharmacy,1,0,0,0,105,0,6,0
2023-10-02,8,supermarket,1,0,0,0,105,119,0,0
2023-10-03,8,convenience,1,0,0,0,105,199,1,0
2023-10-04,8,convenience,1,0,0,0,100,0,2,0
2023-10-05,8,pharmacy,1,0,0,0,87,165,3,0
2023-10-06,8,supermarket,1,1,0,0,96,1215,4,0
2023-10-07,8,pharmacy,1,0,0,0,104,138,5,0
2023-10-08,8,convenience,1,0,0,0,101,0,6,0
2023-10-09,8,convenience,1,1,0,0,102,980,0,1
2023-10-10,8,pharmacy,1,0,0,0,88,24,1,0
2023-10-11,8,pharmacy,1,0,0,0,104,0,2,0
2023-10-12,8,supermarket,1,0,0,0,109,0,3,0
2023-10-13,8,supermarket,1,0,0,0,99,57,4,0
2023-10-14,8,convenience,1,0,0,0,107,0,5,0
2023-10-15,8,supermarket,1,0,0,0,98,0,6,0
2023-10-16,8,supermarket,1,0,0,0,108,0,0,0
2023-10-17,8,convenience,1,1,1,0,104,858,1,0
2023-10-18,8,convenience,0,1,0,0,0,0,2,0
2023-10-19,8,convenience,1,1,0,0,84,705,3,0
2023-10-20,8,convenience,1,1,0,0,93,964,4,0
2023-10-21,8,pharmacy,1,0,0,0,82,0,5,0
2023-10-22,8,convenience,1,0,0,0,104,51,6,0
2023-10-23,8,convenience,1,0,0,0,115,0,0,0
2023-10-24,8,convenience,1,1,0,0,95,844,1,0
2023-10-25,8,supermarket,1,0,0,0,98,68,2,0
2023-10-26,8,convenience,1,0,1,0,117,0,3,0
2023-10-27,8,pharmacy,1,1,0,0,123,1139,4,0
2023-10-28,8,pharmacy,1,1,0,0,106,1159,5,0
2023-10-29,8,convenience,1,1,1,0,102,895,6,0
2023-10-30,8,pharmacy,0,0,0,0,0,0,0,0
2023-10-31,8,supermarket,1,0,0,0,91,200,1,0
2023-11-01,8,convenience,1,0,0,0,100,0,2,0
2023-11-02,8,pharmacy,1,0,0,0,90,0,3,0
2023-11-03,8,pharmacy,1,0,0,0,104,114,4,0
2023-11-04,8,convenience,1,0,0,0,98,0,5,0
2023-11-05,8,pharmacy,1,0,0,0,115,0,6,0
2023-11-06,8,convenience,1,0,0,0,103,38,0,0
2023-11-07,8,pharmacy,1,1,0,0,98,1003,1,0
2023-11-08,8,supermarket,1,1,0,0,115,1419,2,0
2023-11-09,8,pharmacy,1,0,0,0,97,51,3,0
2023-11-10,8,pharmacy,1,0,0,0,104,37,4,1
2023-11-11,8,convenience,1,0,0,0,116,117,5,1
2023-11-12,8,pharmacy,1,0,0,0,92,0,6,0
2023-11-13,8,convenience,1,1,0,0,124,1065,0,0
2023-11-14,8,supermarket,1,1,0,0,107,1275,1,0
2023-11-15,8,convenience,1,1,0,0,107,680,2,0
2023-11-16,8,convenience,1,0,0,0,107,21,3,0
2023-11-17,8,pharmacy,1,1,0,0,93,990,4,0
2023-11-18,8,supermarket,1,0,0,0,104,38,5,0
2023-11-19,8,convenience,1,0,0,0,100,0,6,0
2023-11-20,8,pharmacy,1,0,1,0,105,134,0,0
2023-11-21,8,pharmacy,1,1,0,0,92,991,1,0
2023-11-22,8,convenience,1,0,0,0,92,83,2,0
2023-11-23,8,pharmacy,0,0,0,0,0,0,3,1
2023-11-24,8,convenience,1,0,0,0,102,46,4,0
2023-11-25,8,convenience,1,0,0,0,98,0,5,0
2023-11-26,8,convenience,1,0,0,0,96,0,6,0
2023-11-27,8,supermarket,1,0,0,0,91,0,0,0
2023-11-28,8,convenience,0,0,1,0,0,0,1,0
2023-11-29,8,pharmacy,0,0,0,0,0,0,2,0
2023-11-30,8,supermarket,1,0,0,0,79,0,3,0
2023-12-01,8,pharmacy,0,0,0,0,0,0,4,0
2023-12-02,8,supermarket,1,0,0,0,105,67,5,0
2023-12-03,8,supermarket,1,1,0,0,115,1558,6,0
2023-12-04,8,supermarket,1,0,1,0,95,258,0,0
2023-12-05,8,supermarket,0,0,0,0,0,0,1,0
2023-12-06,8,pharmacy,1,0,1,0,93,0,2,0
2023-12-07,8,convenience,1,0,0,0,116,105,3,0
2023-12-08,8,pharmacy,0,1,0,0,0,0,4,0
2023-12-09,8,convenience,1,0,0,0,110,0,5,0
2023-12-10,8,pharmacy,1,0,0,0,114,92,6,0
2023-12-11,8,supermarket,1,0,0,0,116,36,0,0
2023-12-12,8,supermarket,1,0,0,0,93,0,1,0
2023-12-13,8,convenience,1,0,0,0,88,25,2,0
2023-12-14,8,convenience,1,1,0,0,93,781,3,0
2023-12-15,8,pharmacy,1,1,0,0,104,960,4,0
2023-12-16,8,convenience,1,0,0,0,88,0,5,0
2023-12-17,8,pharmacy,1,0,0,0,100,91,6,0
2023-12-18,8,convenience,1,1,0,0,116,941,0,0
2023-12-19,8,convenience,1,0,0,0,77,0,1,0
2023-12-20,8,convenience,1,0,0,0,101,0,2,0
2023-12-21,8,supermarket,1,0,0,0,122,0,3,0
2023-12-22,8,supermarket,1,0,1,0,106,151,4,0
2023-12-23,8,pharmacy,1,1,1,0,96,1041,5,0
2023-12-24,8,convenience,1,1,0,0,99,747,6,0
2023-12-25,8,pharmacy,1,1,0,0,111,1369,0,1
2023-12-26,8,convenience,1,0,0,0,92,32,1,0
2023-12-27,8,supermarket,1,1,1,0,84,973,2,0
2023-12-28,8,supermarket,1,0,0,0,108,48,3,0
2023-12-29,8,convenience,1,0,1,0,114,1,4,0
2023-12-30,8,convenience,1,0,1,0,93,0,5,0
2023-12-31,8,supermarket,1,0,0,0,93,0,6,0
2021-01-01,9,supermarket,1,0,0,0,90,0,4,1
2021-01-02,9,pharmacy,1,1,0,0,103,1086,5,0
2021-01-03,9,supermarket,1,0,0,0,117,93,6,0
2021-01-04,9,convenience,1,0,0,0,101,90,0,0
2021-01-05,9,pharmacy,1,1,0,0,90,972,1,0
2021-01-06,9,convenience,1,1,0,0,95,838,2,0
2021-01-07,9,pharmacy,1,0,0,0,99,0,3,0
2021-01-08,9,convenience,1,0,0,0,101,39,4,0
2021-01-09,9,supermarket,0,1,1,0,0,0,5,0
2021-01-10,9,convenience,1,1,0,0,84,839,6,0
2021-01-11,9,pharmacy,1,0,0,0,102,41,0,0
2021-01-12,9,convenience,1,0,0,0,89,0,1,0
2021-01-13,9,pharmacy,1,0,0,0,100,43,2,0
2021-01-14,9,convenience,1,1,0,0,114,991,3,0
2021-01-15,9,supermarket,1,0,0,0,85,18,4,0
2021-01-16,9,supermarket,1,0,0,0,90,21,5,0
2021-01-17,9,convenience,1,1,0,0,113,1133,6,0
2021-01-18,9,convenience,1,0,0,0,101,48,0,1
2021-01-19,9,convenience,1,1,0,0,110,1094,1,0
2021-01-20,9,pharmacy,1,0,0,0,105,39,2,0
2021-01-21,9,convenience,1,0,0,0,105,0,3,0
2021-01-22,9,convenience,1,0,0,0,108,51,4,0
2021-01-23,9,pharmacy,1,1,0,0,94,1068,5,0
2021-01-24,9,supermarket,1,1,0,0,127,1487,6,0
2021-01-25,9,convenience,1,1,0,0,88,651,0,0
2021-01-26,9,convenience,0,0,0,0,0,0,1,0
2021-01-27,9,supermarket,1,0,0,0,109,0,2,0
2021-01-28,9,supermarket,1,0,0,0,108,55,3,0
2021-01-29,9,pharmacy,1,0,1,0,85,0,4,0
2021-01-30,9,convenience,1,0,1,0,96,0,5,0
2021-01-31,9,convenience,0,1,0,0,0,0,6,0
2021-02-01,9,pharmacy,1,0,0,0,95,0,0,0
2021-02-02,9,supermarket,0,1,0,0,0,0,1,0
2021-02-03,9,pharmacy,1,1,1,0,113,1389,2,0
2021-02-04,9,supermarket,0,0,0,0,0,0,3,0
2021-02-05,9,pharmacy,0,1,1,0,0,0,4,0
2021-02-06,9,supermarket,1,0,0,0,95,0,5,0
2021-02-07,9,pharmacy,1,1,0,0,93,1031,6,0
2021-02-08,9,supermarket,1,0,0,0,87,51,0,0
2021-02-09,9,supermarket,1,0,0,0,93,0,1,0
2021-02-10,9,supermarket,1,0,0,0,86,14,2,0
2021-02-11,9,supermarket,1,1,1,0,109,1198,3,0
2021-02-12,9,supermarket,1,1,0,0,104,1225,4,0
2021-02-13,9,convenience,0,0,0,0,0,0,5,0
2021-02-14,9,supermarket,1,1,0,0,122,1440,6,0
2021-02-15,9,convenience,0,0,0,0,0,0,0,1
2021-02-16,9,supermarket,1,1,0,0,113,1490,1,0
2021-02-17,9,convenience,1,0,0,0,95,19,2,0
2021-02-18,9,convenience,1,0,0,0,139,0,3,0
2021-02-19,9,pharmacy,1,0,0,0,104,0,4,0
2021-02-20,9,supermarket,1,0,0,0,107,0,5,0
2021-02-21,9,pharmacy,1,0,1,0,108,42,6,0
2021-02-22,9,pharmacy,1,0,0,0,88,76,0,0
2021-02-23,9,supermarket,1,0,0,0,99,0,1,0
2021-02-24,9,pharmacy,1,0,0,0,86,0,2,0
2021-02-25,9,supermarket,1,1,0,0,106,1330,3,0
2021-02-26,9,pharmacy,1,0,0,0,88,0,4,0
2021-02-27,9,supermarket,1,0,0,0,97,7,5,0
2021-02-28,9,supermarket,1,0,0,0,118,1,6,0
2021-03-01,9,supermarket,1,0,0,0,110,41,0,0
2021-03-02,9,convenience,1,1,0,0,109,1028,1,0
2021-03-03,9,pharmacy,1,1,0,0,103,1092,2,0
2021-03-04,9,convenience,1,0,0,0,81,185,3,0
2021-03-05,9,pharmacy,1,0,0,0,97,0,4,0
2021-03-06,9,pharmacy,1,1,0,0,92,964,5,0
2021-03-07,9,pharmacy,1,1,0,0,91,1086,6,0
2021-03-08,9,convenience,1,0,0,0,117,0,0,0
2021-03-09,9,pharmacy,0,0,0,0,0,0,1,0
2021-03-10,9,convenience,1,0,0,0,99,0,2,0
2021-03-11,9,supermarket,0,0,0,0,0,0,3,0
2021-03-12,9,pharmacy,1,1,0,0,86,816,4,0
2021-03-13,9,pharmacy,1,0,0,0,107,76,5,0
2021-03-14,9,supermarket,1,0,0,0,95,78,6,0
2021-03-15,9,supermarket,1,0,0,0,89,77,0,0
2021-03-16,9,pharmacy,0,0,0,0,0,0,1,0
2021-03-17,9,supermarket,1,0,1,0,120,33,2,0
2021-03-18,9,convenience,1,0,0,0,104,199,3,0
2021-03-19,9,convenience,1,1,0,0,103,956,4,0
2021-03-20,9,pharmacy,1,0,0,0,96,0,5,0
2021-03-21,9,convenience,1,0,0,0,87,0,6,0
2021-03-22,9,convenience,1,0,0,0,106,0,0,0
2021-03-23,9,pharmacy,1,0,0,0,95,132,1,0
2021-03-24,9,supermarket,1,0,0,0,98,39,2,0
2021-03-25,9,pharmacy,1,0,0,0,108,0,3,0
2021-03-26,9,convenience,1,1,0,0,96,994,4,0
2021-03-27,9,pharmacy,1,0,0,0,99,56,5,0
2021-03-28,9,pharmacy,1,1,0,0,79,886,6,0
2021-03-29,9,convenience,1,0,0,0,107,151,0,0
2021-03-30,9,convenience,1,0,0,0,129,0,1,0
2021-03-31,9,pharmacy,1,0,0,0,113,136,2,0
2021-04-01,9,convenience,1,0,0,0,104,0,3,0
2021-04-02,9,convenience,1,0,0,0,125,0,4,0
2021-04-03,9,convenience,1,0,0,0,100,79,5,0
2021-04-04,9,convenience,1,0,0,0,105,167,6,0
2021-04-05,9,convenience,1,0,0,0,103,0,0,0
2021-04-06,9,convenience,1,0,0,0,108,0,1,0
2021-04-07,9,supermarket,1,1,0,0,80,976,2,0
2021-04-08,9,pharmacy,1,1,0,0,83,819,3,0
2021-04-09,9,convenience,1,0,0,0,99,0,4,0
2021-04-10,9,pharmacy,0,0,0,0,0,0,5,0
2021-04-11,9,supermarket,1,0,0,0,117,0,6,0
2021-04-12,9,convenience,1,0,1,0,96,0,0,0
2021-04-13,9,pharmacy,1,1,1,0,106,1193,1,0
2021-04-14,9,convenience,1,0,0,0,90,46,2,0
2021-04-15,9,convenience,1,0,0,0,99,0,3,0
2021-04-16,9,convenience,1,1,0,0,89,783,4,0
2021-04-17,9,convenience,1,1,1,0,82,709,5,0
2021-04-18,9,convenience,1,1,0,0,125,1155,6,0
2021-04-19,9,convenience,1,1,0,0,79,593,0,0
2021-04-20,9,convenience,1,1,0,0,105,1072,1,0
2021-04-21,9,supermarket,1,0,0,0,89,25,2,0
2021-04-22,9,supermarket,1,0,0,0,101,106,3,0
2021-04-23,9,convenience,1,0,1,0,108,0,4,0
2021-04-24,9,convenience,1,0,1,0,95,0,5,0
2021-04-25,9,supermarket,1,1,1,0,97,1068,6,0
2021-04-26,9,supermarket,1,0,0,0,112,70,0,0
2021-04-27,9,supermarket,1,0,0,0,115,0,1,0
2021-04-28,9,convenience,1,0,0,0,89,0,2,0
2021-04-29,9,pharmacy,1,0,0,0,96,18,3,0
2021-04-30,9,pharmacy,1,1,0,0,99,1056,4,0
2021-05-01,9,pharmacy,1,0,0,0,97,0,5,0
2021-05-02,9,pharmacy,1,0,0,0,103,0,6,0
2021-05-03,9,convenience,1,0,0,0,97,0,0,0
2021-05-04,9,pharmacy,0,0,0,0,0,0,1,0
2021-05-05,9,supermarket,1,1,1,0,84,915,2,0
2021-05-06,9,supermarket,1,0,0,0,120,0,3,0
2021-05-07,9,pharmacy,1,1,0,0,85,1018,4,0
2021-05-08,9,supermarket,1,1,1,0,107,1177,5,0
2021-05-09,9,convenience,1,1,0,0,94,755,6,0
2021-05-10,9,pharmacy,1,0,0,0,95,0,0,0
2021-05-11,9,pharmacy,1,1,0,0,84,827,1,0
2021-05-12,9,convenience,1,0,0,0,95,0,2,0
2021-05-13,9,supermarket,1,1,0,0,107,1386,3,0
2021-05-14,9,convenience,1,1,1,0,101,880,4,0
2021-05-15,9,convenience,1,1,0,0,122,1123,5,0
2021-05-16,9,supermarket,1,1,0,0,103,1003,6,0
2021-05-17,9,convenience,0,0,0,0,0,0,0,0
2021-05-18,9,supermarket,1,0,0,0,97,147,1,0
2021-05-19,9,supermarket,1,0,0,0,99,9,2,0
2021-05-20,9,convenience,1,1,0,0,93,849,3,0
2021-05-21,9,supermarket,1,0,0,0,97,28,4,0
2021-05-22,9,convenience,1,0,0,0,81,156,5,0
2021-05-23,9,supermarket,1,0,0,0,99,135,6,0
2021-05-24,9,pharmacy,1,0,0,0,85,0,0,0
2021-05-25,9,supermarket,1,1,0,0,98,1296,1,0
2021-05-26,9,supermarket,1,0,0,0,90,137,2,0
2021-05-27,9,convenience,1,1,0,0,94,674,3,0
2021-05-28,9,supermarket,1,0,0,0,89,2,4,0
2021-05-29,9,pharmacy,1,1,1,0,87,1009,5,0
2021-05-30,9,pharmacy,1,0,0,0,102,0,6,0
2021-05-31,9,supermarket,1,0,1,0,112,0,0,1
2021-06-01,9,supermarket,1,1,0,1,91,1020,1,0
2021-06-02,9,pharmacy,1,0,1,1,96,0,2,0
2021-06-03,9,convenience,1,0,0,1,110,104,3,0
2021-06-04,9,pharmacy,1,0,0,1,72,0,4,0
2021-06-05,9,pharmacy,1,0,1,1,97,42,5,0
2021-06-06,9,supermarket,1,0,0,1,96,8,6,0
2021-06-07,9,supermarket,0,0,1,1,0,0,0,0
2021-06-08,9,pharmacy,1,0,0,1,80,99,1,0
2021-06-09,9,convenience,1,0,0,1,94,0,2,0
2021-06-10,9,pharmacy,1,0,0,1,86,0,3,0
2021-06-11,9,pharmacy,1,0,0,1,89,0,4,0
2021-06-12,9,convenience,1,1,0,1,108,874,5,0
2021-06-13,9,pharmacy,0,0,1,1,0,0,6,0
2021-06-14,9,pharmacy,1,1,0,1,100,1198,0,0
2021-06-15,9,supermarket,1,0,0,1,107,0,1,0
2021-06-16,9,convenience,1,0,0,1,83,64,2,0
2021-06-17,9,supermarket,1,0,0,1,89,0,3,0
2021-06-18,9,supermarket,1,0,0,1,91,0,4,1
2021-06-19,9,convenience,1,0,0,1,102,0,5,1
2021-06-20,9,convenience,1,0,0,1,98,179,6,0
2021-06-21,9,pharmacy,0,1,0,1,0,0,0,0
2021-06-22,9,supermarket,1,0,0,1,83,0,1,0
2021-06-23,9,convenience,1,1,0,1,105,899,2,0
2021-06-24,9,supermarket,1,1,0,1,61,827,3,0
2021-06-25,9,supermarket,1,0,0,1,92,15,4,0
2021-06-26,9,convenience,1,0,0,1,64,0,5,0
2021-06-27,9,pharmacy,1,0,0,1,89,49,6,0
2021-06-28,9,supermarket,1,0,0,1,106,76,0,0
2021-06-29,9,convenience,1,0,0,1,89,0,1,0
2021-06-30,9,pharmacy,1,1,1,1,85,913,2,0
2021-07-01,9,supermarket,1,1,0,1,62,915,3,0
2021-07-02,9,convenience,1,1,0,1,74,583,4,0
2021-07-03,9,supermarket,1,0,0,1,93,0,5,0
2021-07-04,9,convenience,1,0,0,1,70,0,6,1
2021-07-05,9,convenience,1,0,0,1,93,169,0,1
2021-07-06,9,supermarket,1,0,0,1,91,0,1,0
2021-07-07,9,supermarket,1,0,0,1,85,82,2,0
2021-07-08,9,convenience,1,0,0,1,95,0,3,0
2021-07-09,9,pharmacy,1,1,0,1,90,1171,4,0
2021-07-10,9,supermarket,0,1,0,1,0,0,5,0
2021-07-11,9,convenience,1,0,0,1,101,0,6,0
2021-07-12,9,convenience,1,1,0,1,102,1079,0,0
2021-07-13,9,pharmacy,1,0,0,1,104,0,1,0
2021-07-14,9,pharmacy,0,0,0,1,0,0,2,0
2021-07-15,9,pharmacy,1,1,0,1,99,1048,3,0
2021-07-16,9,supermarket,1,1,0,1,80,963,4,0
2021-07-17,9,convenience,0,0,0,1,0,0,5,0
2021-07-18,9,convenience,1,0,1,1,88,0,6,0
2021-07-19,9,convenience,1,1,0,1,77,722,0,0
2021-07-20,9,pharmacy,1,0,0,1,91,0,1,0
2021-07-21,9,convenience,1,0,0,1,95,0,2,0
2021-07-22,9,supermarket,1,0,0,1,84,135,3,0
2021-07-23,9,pharmacy,1,1,1,1,91,967,4,0
2021-07-24,9,pharmacy,1,0,0,1,105,0,5,0
2021-07-25,9,pharmacy,1,1,0,1,72,702,6,0
2021-07-26,9,pharmacy,1,0,0,1,107,38,0,0
2021-07-27,9,supermarket,1,0,0,1,73,42,1,0
2021-07-28,9,convenience,1,1,0,1,92,894,2,0
2021-07-29,9,supermarket,1,0,0,1,91,80,3,0
2021-07-30,9,convenience,1,0,0,1,107,33,4,0
2021-07-31,9,supermarket,1,0,1,1,78,60,5,0
2021-08-01,9,pharmacy,1,1,1,1,85,887,6,0
2021-08-02,9,pharmacy,1,0,0,1,78,0,0,0
2021-08-03,9,supermarket,1,0,0,1,92,135,1,0
2021-08-04,9,supermarket,0,0,0,1,0,0,2,0
2021-08-05,9,convenience,1,0,0,1,94,0,3,0
2021-08-06,9,supermarket,1,0,0,1,78,0,4,0
2021-08-07,9,supermarket,0,1,0,1,0,0,5,0
2021-08-08,9,convenience,1,0,0,1,90,0,6,0
2021-08-09,9,convenience,0,0,0,1,0,0,0,0
2021-08-10,9,convenience,1,0,1,1,85,0,1,0
2021-08-11,9,supermarket,1,1,0,1,88,1014,2,0
2021-08-12,9,convenience,0,0,0,1,0,0,3,0
2021-08-13,9,pharmacy,0,0,0,1,0,0,4,0
2021-08-14,9,pharmacy,1,1,1,1,101,1150,5,0
2021-08-15,9,pharmacy,1,0,1,1,97,65,6,0
2021-08-16,9,supermarket,1,0,0,1,103,0,0,0
2021-08-17,9,pharmacy,1,0,0,1,99,260,1,0
2021-08-18,9,supermarket,1,1,0,1,81,1000,2,0
2021-08-19,9,supermarket,1,0,0,1,72,16,3,0
2021-08-20,9,pharmacy,1,1,0,1,92,1050,4,0
2021-08-21,9,convenience,1,0,0,1,81,0,5,0
2021-08-22,9,supermarket,1,0,0,1,95,0,6,0
2021-08-23,9,pharmacy,1,0,0,1,77,0,0,0
2021-08-24,9,supermarket,1,1,0,1,80,905,1,0
2021-08-25,9,convenience,1,0,0,1,77,56,2,0
2021-08-26,9,convenience,1,0,0,1,86,0,3,0
2021-08-27,9,pharmacy,1,0,0,1,88,61,4,0
2021-08-28,9,supermarket,1,0,0,1,96,0,5,0
2021-08-29,9,supermarket,1,0,0,1,88,0,6,0
2021-08-30,9,supermarket,1,0,0,1,94,0,0,0
2021-08-31,9,supermarket,1,0,1,1,88,0,1,0
2021-09-01,9,pharmacy,1,0,0,0,109,0,2,0
2021-09-02,9,convenience,1,1,1,0,101,805,3,0
2021-09-03,9,pharmacy,1,1,0,0,83,958,4,0
2021-09-04,9,supermarket,1,0,0,0,82,73,5,0
2021-09-05,9,supermarket,1,0,0,0,101,0,6,0
2021-09-06,9,convenience,1,0,0,0,102,0,0,1
2021-09-07,9,supermarket,1,0,0,0,101,0,1,0
2021-09-08,9,pharmacy,1,0,0,0,86,32,2,0
2021-09-09,9,pharmacy,1,0,0,0,108,0,3,0
2021-09-10,9,convenience,1,1,0,0,82,684,4,0
2021-09-11,9,pharmacy,1,0,0,0,104,0,5,0
2021-09-12,9,pharmacy,0,0,1,0,0,0,6,0
2021-09-13,9,pharmacy,0,0,0,0,0,0,0,0
2021-09-14,9,pharmacy,1,0,1,0,115,39,1,0
2021-09-15,9,supermarket,1,1,0,0,88,1127,2,0
2021-09-16,9,pharmacy,1,0,0,0,115,0,3,0
2021-09-17,9,convenience,1,1,1,0,112,904,4,0
2021-09-18,9,convenience,1,0,0,0,91,0,5,0
2021-09-19,9,pharmacy,1,0,0,0,84,0,6,0
2021-09-20,9,convenience,1,1,0,0,103,949,0,0
2021-09-21,9,pharmacy,1,0,0,0,103,0,1,0
2021-09-22,9,convenience,1,0,0,0,103,107,2,0
2021-09-23,9,convenience,1,1,0,0,109,875,3,0
2021-09-24,9,pharmacy,1,0,1,0,98,0,4,0
